time_s,amplitude_mv
0.855556,0.125669
0.858333,0.186662
0.861111,0.214916
0.863889,0.226064
0.866667,0.265624
0.869444,0.196701
0.872222,0.173186
0.875000,0.128043
0.877778,0.164066
0.880556,0.190014
0.883333,0.283990
0.886111,0.231968
0.888889,0.270661
0.891667,0.209354
0.894444,0.235949
0.897222,0.243986
0.900000,0.323547
0.902778,0.337492
0.905556,0.286585
0.908333,0.313389
0.911111,0.242471
0.913889,0.234818
0.916667,0.300189
0.919444,0.307549
0.922222,0.305412
0.925000,0.309249
0.927778,0.316644
0.930556,0.230852
0.933333,0.203991
0.936111,0.220322
0.938889,0.265336
0.941667,0.280237
0.944444,0.205850
0.947222,0.259807
0.950000,0.199393
0.952778,0.153244
0.955556,0.157181
0.958333,0.048010
0.961111,0.112389
0.963889,0.161187
0.966667,0.085309
0.969444,0.147921
0.972222,0.093553
0.975000,0.125359
0.977778,0.154542
0.980556,0.314148
0.983333,0.462214
0.986111,0.576871
0.988889,0.707141
0.991667,0.833825
0.994444,0.925657
0.997222,1.062558
1.000000,1.137519
1.002778,1.152444
1.005556,1.074110
1.008333,0.833499
1.011111,0.645315
1.013889,0.494837
1.016667,0.284486
1.019444,0.196975
1.022222,0.174254
1.025000,0.136565
1.027778,0.032183
1.030556,-0.021308
1.033333,-0.113937
1.036111,-0.152203
1.038889,-0.152957
1.041667,-0.065452
1.044444,-0.110105
1.047222,-0.154211
1.050000,-0.052765
1.052778,-0.114797
1.055556,-0.068447
1.058333,0.030441
1.061111,0.019224
1.063889,0.087567
1.066667,0.094902
1.069444,0.100126
1.072222,0.107124
1.075000,0.099001
1.077778,0.114152
1.080556,0.107477
1.083333,0.117474
1.086111,0.193970
1.088889,0.150052
1.091667,0.137678
1.094444,0.122651
1.097222,0.118817
1.100000,0.178153
1.102778,0.203168
1.105556,0.226053
1.108333,0.167988
1.111111,0.145166
1.113889,0.130421
1.116667,0.156993
1.119444,0.159696
1.122222,0.232817
1.125000,0.232259
1.127778,0.224377
1.130556,0.217830
1.133333,0.104719
1.136111,0.128428
1.138889,0.159527
1.141667,0.183141
1.144444,0.264340
1.147222,0.303744
1.150000,0.242099
1.152778,0.226102
1.155556,0.249826
1.158333,0.289186
1.161111,0.297344
1.163889,0.377814
1.166667,0.344080
1.169444,0.289198
1.172222,0.263060
1.175000,0.225721
1.177778,0.268113
1.180556,0.331194
1.183333,0.406556
1.186111,0.443137
1.188889,0.324982
1.191667,0.340339
1.194444,0.276654
1.197222,0.335917
1.200000,0.358196
1.202778,0.346911
1.205556,0.441273
1.208333,0.370911
1.211111,0.330046
1.213889,0.282419
1.216667,0.296139
1.219444,0.360053
1.222222,0.378472
1.225000,0.407294
1.227778,0.385204
1.230556,0.367308
1.233333,0.276385
1.236111,0.231765
1.238889,0.330597
1.241667,0.322959
1.244444,0.382457
1.247222,0.341171
1.250000,0.278794
1.252778,0.246080
1.255556,0.274287
1.258333,0.293329
1.261111,0.266221
1.263889,0.289895
1.266667,0.304854
1.269444,0.203877
1.272222,0.189894
1.275000,0.152954
1.277778,0.172940
1.280556,0.171546
1.283333,0.175974
1.286111,0.157960
1.288889,0.149873
1.291667,0.120995
1.294444,0.095520
1.297222,0.167513
1.300000,0.175361
1.302778,0.146440
1.305556,0.191821
1.308333,0.140408
1.311111,0.097769
1.313889,0.078056
1.316667,0.091119
1.319444,0.093619
1.322222,0.173422
1.325000,0.122237
1.327778,0.136175
1.330556,0.170651
1.333333,0.062543
1.336111,0.093088
1.338889,0.080806
1.341667,0.135815
1.344444,0.139292
1.347222,0.123428
1.350000,0.065444
1.352778,0.062121
1.355556,0.011498
1.358333,0.080098
1.361111,0.133703
1.363889,0.140994
1.366667,0.116749
1.369444,0.103402
1.372222,0.038805
1.375000,0.057408
1.377778,-0.008576
1.380556,0.076309
1.383333,0.060480
1.386111,0.078261
1.388889,0.133385
1.391667,0.076475
1.394444,0.003056
1.397222,-0.010228
1.400000,-0.016512
1.402778,0.093701
1.405556,0.192840
1.408333,0.108320
1.411111,0.035673
1.413889,0.035819
1.416667,-0.021989
1.419444,0.049829
1.422222,0.101846
1.425000,0.113429
1.427778,0.121165
1.430556,0.066246
1.433333,0.040625
1.436111,-0.004473
1.438889,0.072282
1.441667,0.135600
1.444444,0.081150
1.447222,0.071966
1.450000,0.099648
1.452778,0.014810
1.455556,0.051003
1.458333,0.019127
1.461111,0.117429
1.463889,0.106878
1.466667,0.106267
1.469444,0.110112
1.472222,0.010763
1.475000,-0.025212
1.477778,0.006690
1.480556,0.073801
1.483333,0.047139
1.486111,0.116180
1.488889,0.050268
1.491667,0.058022
1.494444,-0.073224
1.497222,-0.014800
1.500000,-0.004241
1.502778,0.059120
1.505556,0.101526
1.508333,0.063729
1.511111,0.018652
1.513889,-0.009158
1.516667,0.004649
1.519444,0.002155
1.522222,0.093683
1.525000,0.109461
1.527778,0.082513
1.530556,0.046077
1.533333,0.002895
1.536111,0.050610
1.538889,0.016066
1.541667,0.050804
1.544444,0.060887
1.547222,0.040822
1.550000,-0.004613
1.552778,-0.033012
1.555556,-0.020174
1.558333,0.015447
1.561111,0.048284
1.563889,0.052897
1.566667,0.098414
1.569444,0.058200
1.572222,-0.010366
1.575000,-0.043798
1.577778,0.009329
1.580556,0.038562
1.583333,0.023323
1.586111,0.067634
1.588889,0.046875
1.591667,-0.030856
1.594444,-0.023188
1.597222,-0.062368
1.600000,0.058886
1.602778,0.093761
1.605556,0.058905
1.608333,0.052364
1.611111,-0.073719
1.613889,-0.066777
1.616667,-0.037998
1.619444,-0.027512
1.622222,0.066123
1.625000,0.121688
1.627778,0.007827
1.630556,-0.023604
1.633333,-0.026819
1.636111,0.009983
1.638889,-0.045922
1.641667,0.039537
1.644444,0.110161
1.647222,-0.005754
1.650000,-0.033720
1.652778,-0.047084
1.655556,-0.061717
1.658333,0.001734
1.661111,0.025922
1.663889,-0.005479
1.666667,0.059343
1.669444,-0.008594
1.672222,0.005710
1.675000,-0.069517
1.677778,-0.052068
1.680556,0.024156
1.683333,0.065762
1.686111,0.060658
1.688889,-0.032187
1.691667,-0.006066
1.694444,-0.075421
1.697222,-0.023723
1.700000,-0.031830
1.702778,0.066686
1.705556,0.044945
1.708333,0.012155
1.711111,0.036497
1.713889,-0.000221
1.716667,-0.014170
1.719444,0.091029
1.722222,0.084152
1.725000,0.125483
1.727778,0.124012
1.730556,0.065556
1.733333,0.072143
1.736111,0.045982
1.738889,0.086086
1.741667,0.186638
1.744444,0.142452
1.747222,0.092307
1.750000,0.174863
1.752778,0.163014
1.755556,0.059928
1.758333,0.032999
1.761111,0.117116
1.763889,0.139606
1.766667,0.129580
1.769444,0.057155
1.772222,0.056335
1.775000,0.025408
1.777778,-0.029532
1.780556,0.063521
1.783333,0.123004
1.786111,0.051571
1.788889,-0.015373
1.791667,-0.075226
1.794444,-0.099212
1.797222,-0.175770
1.800000,-0.088203
1.802778,-0.061605
1.805556,0.035605
1.808333,-0.014528
1.811111,0.051933
1.813889,0.015601
1.816667,0.175282
1.819444,0.337374
1.822222,0.502123
1.825000,0.718562
1.827778,0.881321
1.830556,0.898386
1.833333,0.859023
1.836111,0.865616
1.838889,0.760692
1.841667,0.664485
1.844444,0.521973
1.847222,0.293044
1.850000,0.109683
1.852778,0.014071
1.855556,-0.121755
1.858333,-0.234047
1.861111,-0.153445
1.863889,-0.191580
1.866667,-0.269139
1.869444,-0.356419
1.872222,-0.355102
1.875000,-0.395785
1.877778,-0.310259
1.880556,-0.307943
1.883333,-0.243196
1.886111,-0.218428
1.888889,-0.178881
1.891667,-0.188531
1.894444,-0.160325
1.897222,-0.175022
1.900000,-0.113014
1.902778,-0.060768
1.905556,-0.001293
1.908333,0.002532
1.911111,-0.093915
1.913889,-0.119954
1.916667,-0.092153
1.919444,-0.072791
1.922222,0.005380
1.925000,-0.071411
1.927778,-0.044907
1.930556,-0.082580
1.933333,-0.161272
1.936111,-0.121921
1.938889,-0.087963
1.941667,-0.021518
1.944444,0.045381
1.947222,-0.002735
1.950000,-0.060713
1.952778,-0.065561
1.955556,-0.038732
1.958333,-0.070315
1.961111,-0.020979
1.963889,0.058590
1.966667,0.037444
1.969444,0.035151
1.972222,-0.018952
1.975000,-0.008525
1.977778,-0.035691
1.980556,0.043115
1.983333,0.079252
1.986111,0.060399
1.988889,0.027807
1.991667,0.060954
1.994444,0.013387
1.997222,0.011908
2.000000,0.085609
2.002778,0.168089
2.005556,0.083993
2.008333,0.090222
2.011111,0.071940
2.013889,0.119786
2.016667,0.093865
2.019444,0.148271
2.022222,0.136555
2.025000,0.159117
2.027778,0.191714
2.030556,0.141961
2.033333,0.124099
2.036111,0.099629
2.038889,0.144039
2.041667,0.182326
2.044444,0.224175
2.047222,0.212368
2.050000,0.098759
2.052778,0.038398
2.055556,0.120981
2.058333,0.146170
2.061111,0.116744
2.063889,0.115570
2.066667,0.164214
2.069444,0.147604
2.072222,0.125384
2.075000,0.061286
2.077778,0.044368
2.080556,0.061127
2.083333,0.114241
2.086111,0.099796
2.088889,0.039526
2.091667,0.080376
2.094444,0.039268
2.097222,0.021825
2.100000,-0.010387
2.102778,0.072528
2.105556,0.068524
2.108333,0.030110
2.111111,0.004210
2.113889,-0.051839
2.116667,-0.052454
2.119444,-0.028051
2.122222,-0.002906
2.125000,-0.055231
2.127778,-0.023184
2.130556,-0.088962
2.133333,-0.150706
2.136111,-0.070613
2.138889,-0.044051
2.141667,-0.017454
2.144444,-0.030428
2.147222,-0.012294
2.150000,-0.094253
2.152778,-0.130057
2.155556,-0.182846
2.158333,-0.116611
2.161111,-0.087098
2.163889,-0.100383
2.166667,-0.068603
2.169444,-0.105977
2.172222,-0.092213
2.175000,-0.138755
2.177778,-0.148820
2.180556,-0.102195
2.183333,-0.074919
2.186111,-0.079753
2.188889,-0.137034
2.191667,-0.152125
2.194444,-0.195077
2.197222,-0.200061
2.200000,-0.109651
2.202778,-0.075637
2.205556,-0.130683
2.208333,-0.105610
2.211111,-0.114733
2.213889,-0.143254
2.216667,-0.141091
2.219444,-0.136575
2.222222,-0.122747
2.225000,-0.112505
2.227778,-0.087959
2.230556,-0.128171
2.233333,-0.135966
2.236111,-0.145678
2.238889,-0.153159
2.241667,-0.144807
2.244444,-0.093196
2.247222,-0.088420
2.250000,-0.139671
2.252778,-0.189611
2.255556,-0.175984
2.258333,-0.174802
2.261111,-0.136772
2.263889,-0.079047
2.266667,-0.104473
2.269444,-0.120043
2.272222,-0.160323
2.275000,-0.220889
2.277778,-0.183605
2.280556,-0.085531
2.283333,-0.129222
2.286111,-0.154487
2.288889,-0.177033
2.291667,-0.162708
2.294444,-0.187193
2.297222,-0.181005
2.300000,-0.103040
2.302778,-0.181636
2.305556,-0.078918
2.308333,-0.068473
2.311111,-0.191527
2.313889,-0.199243
2.316667,-0.207020
2.319444,-0.176909
2.322222,-0.119305
2.325000,-0.049088
2.327778,-0.054904
2.330556,-0.161174
2.333333,-0.128808
2.336111,-0.188817
2.338889,-0.107626
2.341667,-0.121168
2.344444,-0.090426
2.347222,-0.094557
2.350000,-0.048678
2.352778,-0.157025
2.355556,-0.214933
2.358333,-0.140614
2.361111,-0.138643
2.363889,-0.112798
2.366667,-0.074728
2.369444,-0.135866
2.372222,-0.169452
2.375000,-0.195436
2.377778,-0.168079
2.380556,-0.124783
2.383333,-0.161195
2.386111,-0.079575
2.388889,-0.159082
2.391667,-0.215152
2.394444,-0.198033
2.397222,-0.182977
2.400000,-0.168148
2.402778,-0.084255
2.405556,-0.138654
2.408333,-0.134975
2.411111,-0.182547
2.413889,-0.196411
2.416667,-0.183089
2.419444,-0.187193
2.422222,-0.094523
2.425000,-0.096613
2.427778,-0.173231
2.430556,-0.216157
2.433333,-0.192488
2.436111,-0.202527
2.438889,-0.169210
2.441667,-0.124934
2.444444,-0.093171
2.447222,-0.082527
2.450000,-0.182667
2.452778,-0.222868
2.455556,-0.231514
2.458333,-0.165870
2.461111,-0.095148
2.463889,-0.115608
2.466667,-0.181454
2.469444,-0.192189
2.472222,-0.206925
2.475000,-0.216565
2.477778,-0.194259
2.480556,-0.140059
2.483333,-0.115977
2.486111,-0.071484
2.488889,-0.153147
2.491667,-0.200851
2.494444,-0.184866
2.497222,-0.234369
2.500000,-0.137729
2.502778,-0.107784
2.505556,-0.103988
2.508333,-0.075667
2.511111,-0.183423
2.513889,-0.131958
2.516667,-0.195705
2.519444,-0.191165
2.522222,-0.108071
2.525000,-0.122262
2.527778,-0.127509
2.530556,-0.130368
2.533333,-0.156038
2.536111,-0.190106
2.538889,-0.106187
2.541667,-0.052410
2.544444,-0.012409
2.547222,-0.042373
2.550000,-0.046765
2.552778,-0.172911
2.555556,-0.127045
2.558333,-0.109125
2.561111,-0.027282
2.563889,-0.008224
2.566667,0.009610
2.569444,0.044980
2.572222,-0.049950
2.575000,-0.044196
2.577778,-0.041157
2.580556,0.011757
2.583333,0.045329
2.586111,0.061483
2.588889,0.050502
2.591667,0.018549
2.594444,-0.051689
2.597222,-0.039561
2.600000,-0.061785
2.602778,-0.000776
2.605556,0.031145
2.608333,-0.005813
2.611111,-0.078849
2.613889,-0.101133
2.616667,-0.124122
2.619444,-0.085972
2.622222,-0.093318
2.625000,-0.117475
2.627778,-0.136105
2.630556,-0.291087
2.633333,-0.232934
2.636111,-0.351657
2.638889,-0.243941
2.641667,-0.100852
2.644444,-0.021573
2.647222,-0.004041
2.650000,0.077408
2.652778,0.238068
2.655556,0.332050
2.658333,0.606265
2.661111,0.731569
2.663889,0.878714
2.666667,0.948585
2.669444,0.830425
2.672222,0.648335
2.675000,0.503138
2.677778,0.349646
2.680556,0.182326
2.683333,0.103457
2.686111,-0.026685
2.688889,-0.100307
2.691667,-0.243361
2.694444,-0.338098
2.697222,-0.373490
2.700000,-0.368578
2.702778,-0.352017
2.705556,-0.410992
2.708333,-0.443693
2.711111,-0.413710
2.713889,-0.467709
2.716667,-0.462026
2.719444,-0.332830
2.722222,-0.250466
2.725000,-0.253188
2.727778,-0.183556
2.730556,-0.180597
2.733333,-0.203879
2.736111,-0.183533
2.738889,-0.203250
2.741667,-0.101201
2.744444,-0.090549
2.747222,-0.103015
2.750000,-0.097710
2.752778,-0.115155
2.755556,-0.114167
2.758333,-0.101789
2.761111,-0.099749
2.763889,-0.053107
2.766667,-0.041237
2.769444,-0.091825
2.772222,-0.128670
2.775000,-0.121749
2.777778,-0.126070
2.780556,-0.100712
2.783333,-0.051677
2.786111,-0.011227
2.788889,-0.054376
2.791667,-0.080352
2.794444,-0.088342
2.797222,-0.102057
2.800000,-0.022799
2.802778,0.011521
2.805556,-0.018312
2.808333,0.045676
2.811111,-0.046552
2.813889,-0.102683
2.816667,-0.072131
2.819444,-0.028081
2.822222,0.053749
2.825000,0.070695
2.827778,0.059813
2.830556,0.056506
2.833333,0.022205
2.836111,0.026355
2.838889,0.067379
2.841667,0.123716
2.844444,0.073940
2.847222,0.122615
2.850000,0.036695
2.852778,0.071228
2.855556,0.064859
2.858333,0.125791
2.861111,0.176697
2.863889,0.180895
2.866667,0.159265
2.869444,0.156624
2.872222,0.087068
2.875000,0.085897
2.877778,0.133510
2.880556,0.127376
2.883333,0.201507
2.886111,0.199214
2.888889,0.117524
2.891667,0.129762
2.894444,0.093095
2.897222,0.081363
2.900000,0.088409
2.902778,0.117969
2.905556,0.132264
2.908333,0.133743
2.911111,0.039668
2.913889,0.044269
2.916667,-0.009958
2.919444,0.048096
2.922222,0.090527
2.925000,0.170600
2.927778,0.030216
2.930556,0.067077
2.933333,-0.014904
2.936111,-0.018301
2.938889,-0.004572
2.941667,0.040168
2.944444,0.039553
2.947222,0.070220
2.950000,-0.031728
2.952778,-0.028383
2.955556,-0.098304
2.958333,-0.061887
2.961111,-0.055139
2.963889,0.015899
2.966667,0.037609
2.969444,-0.046652
2.972222,-0.094692
2.975000,-0.143391
2.977778,-0.101961
2.980556,-0.104732
2.983333,-0.052113
2.986111,-0.016362
2.988889,-0.015341
2.991667,-0.014355
2.994444,-0.141860
2.997222,-0.071444
3.000000,-0.069871
3.002778,-0.044221
3.005556,-0.016405
3.008333,-0.052252
3.011111,-0.093248
3.013889,-0.138918
3.016667,-0.165041
3.019444,-0.134801
3.022222,-0.027996
3.025000,-0.037877
3.027778,-0.065092
3.030556,-0.087486
3.033333,-0.098166
3.036111,-0.119892
3.038889,-0.114665
3.041667,-0.015620
3.044444,0.019714
3.047222,-0.023229
3.050000,-0.046599
3.052778,-0.076273
3.055556,-0.089969
3.058333,-0.080595
3.061111,-0.038339
3.063889,-0.010177
3.066667,-0.061721
3.069444,-0.041740
3.072222,-0.143592
3.075000,-0.143944
3.077778,-0.062460
3.080556,-0.034855
3.083333,0.019867
3.086111,-0.028530
3.088889,-0.084135
3.091667,-0.098183
3.094444,-0.111448
3.097222,-0.100496
3.100000,-0.029846
3.102778,-0.035683
3.105556,-0.002635
3.108333,-0.066381
3.111111,-0.064598
3.113889,-0.107181
3.116667,-0.125366
3.119444,-0.074606
3.122222,-0.031512
3.125000,-0.015506
3.127778,0.028604
3.130556,-0.067583
3.133333,-0.105836
3.136111,-0.164396
3.138889,-0.097682
3.141667,-0.035913
3.144444,-0.023621
3.147222,0.028205
3.150000,-0.055759
3.152778,-0.049720
3.155556,-0.096719
3.158333,-0.072471
3.161111,-0.033407
3.163889,-0.000000
3.166667,0.048513
3.169444,-0.106511
3.172222,-0.137042
3.175000,-0.110401
3.177778,-0.075058
3.180556,-0.013217
3.183333,0.015645
3.186111,-0.005637
3.188889,0.007334
3.191667,-0.033675
3.194444,-0.082542
3.197222,-0.047486
3.200000,-0.029124
3.202778,-0.015085
3.205556,0.034395
3.208333,-0.006698
3.211111,-0.051313
3.213889,-0.036284
3.216667,-0.149549
3.219444,-0.083167
3.222222,-0.034659
3.225000,0.008684
3.227778,-0.005147
3.230556,-0.082780
3.233333,-0.100963
3.236111,-0.100145
3.238889,0.030059
3.241667,0.053263
3.244444,0.011873
3.247222,0.003154
3.250000,-0.057941
3.252778,-0.118235
3.255556,-0.074659
3.258333,-0.076071
3.261111,-0.005802
3.263889,-0.020600
3.266667,0.001642
3.269444,-0.004879
3.272222,-0.038394
3.275000,-0.053936
3.277778,-0.087433
3.280556,0.019425
3.283333,0.005179
3.286111,0.052636
3.288889,0.004230
3.291667,-0.078060
3.294444,-0.069712
3.297222,-0.037544
3.300000,0.008970
3.302778,0.025438
3.305556,0.087343
3.308333,0.048159
3.311111,-0.031082
3.313889,-0.029978
3.316667,0.010001
3.319444,0.046206
3.322222,-0.007842
3.325000,0.019848
3.327778,0.075116
3.330556,-0.041216
3.333333,-0.082398
3.336111,-0.059950
3.338889,-0.001737
3.341667,0.025951
3.344444,0.035176
3.347222,0.025169
3.350000,-0.012374
3.352778,-0.053464
3.355556,0.033051
3.358333,0.000851
3.361111,0.064253
3.363889,0.057102
3.366667,0.067441
3.369444,0.022674
3.372222,-0.069816
3.375000,-0.042169
3.377778,-0.029171
3.380556,0.007371
3.383333,0.083224
3.386111,0.172705
3.388889,0.112358
3.391667,0.121157
3.394444,0.081375
3.397222,0.114044
3.400000,0.111884
3.402778,0.202149
3.405556,0.227352
3.408333,0.170730
3.411111,0.167939
3.413889,0.141767
3.416667,0.113677
3.419444,0.130952
3.422222,0.167972
3.425000,0.220278
3.427778,0.204404
3.430556,0.123420
3.433333,0.105687
3.436111,0.109762
3.438889,0.131830
3.441667,0.192066
3.444444,0.197363
3.447222,0.106035
3.450000,0.134073
3.452778,0.012171
3.455556,0.028257
3.458333,0.001108
3.461111,0.007867
3.463889,-0.019710
3.466667,0.019626
3.469444,-0.050165
3.472222,0.005455
3.475000,0.040363
3.477778,0.043626
3.480556,0.195627
3.483333,0.306203
3.486111,0.449809
3.488889,0.623100
3.491667,0.725296
3.494444,0.905467
3.497222,0.955223
3.500000,1.075768
3.502778,1.048549
3.505556,0.973667
3.508333,0.758516
3.511111,0.555252
3.513889,0.355603
3.516667,0.191391
3.519444,0.152189
3.522222,0.099386
3.525000,0.041745
3.527778,-0.008333
3.530556,-0.102963
3.533333,-0.235137
3.536111,-0.249493
3.538889,-0.270493
3.541667,-0.215760
3.544444,-0.202095
3.547222,-0.124626
3.550000,-0.168073
3.552778,-0.184664
3.555556,-0.111896
3.558333,-0.148948
3.561111,-0.067074
3.563889,0.076090
3.566667,0.072897
3.569444,0.060652
3.572222,-0.015620
3.575000,0.013866
3.577778,0.098308
3.580556,0.107978
3.583333,0.126315
3.586111,0.114672
3.588889,0.088931
3.591667,-0.002355
3.594444,0.048009
3.597222,0.079785
3.600000,0.048897
3.602778,0.118333
3.605556,0.118381
3.608333,0.104192
3.611111,0.097255
3.613889,0.008156
3.616667,0.098051
3.619444,0.142445
3.622222,0.159048
3.625000,0.116292
3.627778,0.149570
3.630556,0.182573
3.633333,0.034896
3.636111,0.111706
3.638889,0.124488
3.641667,0.234269
3.644444,0.222505
3.647222,0.252539
3.650000,0.227860
3.652778,0.236597
3.655556,0.173496
3.658333,0.224165
3.661111,0.219489
3.663889,0.338638
3.666667,0.285316
3.669444,0.265410
3.672222,0.249235
3.675000,0.193361
3.677778,0.272831
3.680556,0.343270
3.683333,0.364650
3.686111,0.318362
3.688889,0.338352
3.691667,0.327537
3.694444,0.229357
3.697222,0.268365
3.700000,0.368462
3.702778,0.391084
3.705556,0.408033
3.708333,0.428202
3.711111,0.344583
3.713889,0.319820
3.716667,0.383770
3.719444,0.328591
3.722222,0.349111
3.725000,0.400276
3.727778,0.378633
3.730556,0.304113
3.733333,0.249033
3.736111,0.339813
3.738889,0.303943
3.741667,0.307603
